category,word
General,Trusting - Suspicious
General,Ugly man - Beautify man
General,Ugly woman - Beautify woman
General,Underrated - Overrated
General,Unified - Fragmented
General,United - Divided
General,Universal - Niche
General,Unsexy emoji - Sexy emoji
General,Urban - Rural
General,Urban - Suburban
General,Urban - Wilderness
General,Vertical - Horizontal
General,Visible - Camouflaged
General,Visible - Hidden
General,Visible - Invisible
General,Visible - Obscured
General,Warm - Icy
General,Welcoming - Excluding
General,Welcoming - Unfriendly
General,Wet - Dry
General,Wide - Narrow
General,Wild - Domestic
General,Work - Play
General,Young - Old
